Band,Headword,Inflections
14,realist,
14,real-life,
14,reap,
14,reappear,
14,rearrange,
14,reassurance,
14,rebate,
14,recapture,
14,recede,
14,receptionist,
14,receptive,
14,receptor,
14,reciprocal,
14,reclaim,reclaimed
14,recognizable,recognisable
14,recollection,
14,reconstruct,reconstructed
14,rectangle,
14,rectangular,
14,recur,recurring
14,recurrence,
14,recurrent,
14,redeem,redeeming
14,redefine,
14,redemption,
14,redesign,redesigned
14,redundancy,
14,redundant,
14,reed,
14,reelect,reelected
14,reestablish,
14,refill,
14,refinement,
14,refinery,
14,reflective,
14,reflex,
14,refrain,
14,refrigerate,refrigerated
14,refund,
14,regimen,
14,registry,
14,rehab,
14,rehearse,
14,reinforcement,
14,reinstate,
14,reinvent,
14,reiterate,
14,rejoice,
14,rejoin,
14,relational,
14,relaxation,
14,relegate,
14,relic,
14,relinquish,
14,relive,
14,relocate,
14,relocation,
14,reluctance,
14,remake,remade
14,remarry,
14,remedial,
14,reminiscent,
14,remodel,
14,remorse,remorseful
14,rename,
14,renovate,renovated
14,renovation,
14,repeal,
14,repertoire,
14,repetitive,
14,replay,
14,replica,
14,repress,repressed
14,repression,
14,reprint,
14,reptile,
14,resemblance,
14,reserved*,
14,reshape,
14,residency,
14,residue,
14,resilience,resiliency
14,resilient,
14,resonance,
14,resonate,
14,respiratory,
14,restrictive,
14,restructure,
14,resurrect,resurrected
14,resurrection,
14,retaliation,
14,retard,retarded
14,retiree,
14,retort,
14,retrospect,
14,retrospective,retrospectively
14,reunite,
14,revere,revered
14,reversal,
14,revert,
14,reviewer,
14,revisit,
14,rhyme,rhyming
14,rhythmic,
14,riddle,
14,ridicule,
14,rift,
14,righteous,righteousness
14,right-wing,
14,rivet,riveting
14,roadside,
14,robber,
14,robotic,robotics
14,rocker,
14,rocky,
14,rodent,
14,rogue,
14,rooftop,
14,rosemary,
14,rouge,
14,rouse,rousing
14,rout,
14,rover,
14,rubbish,
14,rubble,
14,ruffle,ruffled
14,rugby,
14,rugged,
14,rum,
14,(Rumanian),Romanian
14,runaway,
14,rundown,
14,runoff,
14,rupture,ruptured
14,rustic,
14,rustle,
14,rusty,
14,rut,rutted
14,sabotage,
14,sacrament,
14,sag,sagging
14,saga,
14,salient,
14,saloon,
14,salsa,
14,salty,
14,salvage,
14,same-sex,
14,sampling!*,
14,sandal,
14,sandy,
14,sane,
14,sanity,
14,sap,
14,sarcastic,sarcastically
14,satin,
14,saucepan,
14,savior,saviour
14,savor,
14,savvy,
14,scalp,
14,scanner,
14,scant,
14,scarcity,
14,scarlet,
14,scenery,
14,scenic,
14,scissor,scissors
14,scold,
14,scorch,"scorched, scorching"
14,scorer,
14,scorn,"scornful, scornfully"
14,scotch,
14,scour,
14,scowl,
14,screech,
14,screenplay,
14,scribble,
14,scroll,scrolled
14,scrutinize,
14,sculpt,"sculpted, sculpting"
14,sculptor,
14,scurry,
14,seafood,
14,sear,"seared, searing"
14,seasoning,
14,secondhand,
14,secrecy,
14,secretary-general,
14,sect,
14,sectarian,
14,sedan,
14,seductive,seductively
14,seeker,
14,seep,
14,segregate,segregated
14,segregation,
14,seizure,
14,self-confidence,
14,self-conscious,"self-consciously, self-consciousness"
14,self-defense,self-defence
14,self-determination,
14,self-help,
14,semiconductor,
14,semifinal,
14,seminary,
14,sensational,
14,sensibility,
14,sensory,
14,sensual,
14,sentimental,
14,sequel,
14,sequential,sequentially
14,(Serbian),
14,serene,serenely
14,serum,
14,setback,
14,seventeenth,
14,sever,severed
14,sewage,
14,sewer,
14,shabby,
14,shack,
14,shadowy,
14,shady,
14,shaky,shakily
14,shampoo,
14,sharpen,sharpened
14,shear,shorn
14,sheik,sheikh
14,sherry,
14,shimmer,shimmering
14,shoreline,
14,shortcoming,
14,shortfall,
14,short-lived,
14,showbiz,
14,showdown,
14,shrewd,shrewdly
14,shroud,
14,shrub,
14,shun,
14,shutter,shuttered
14,sic,
14,sicken,sickening
14,sift,
14,sighting,
14,silhouette,
14,singular,singularly
14,sinister,
14,sinus,
14,sis,
14,sitcom,
14,sitter,
14,sixteenth,
14,sizable,sizeable
14,sizzle,sizzling
14,skeptic,
14,skepticism,scepticism
14,skew,skewed
14,skid,
14,skim,
14,skyline,
14,slab,
14,slant,"slanted, slanting"
14,slay,slain
14,sled,sledding
14,sleek,
14,sling,slung
14,slipper,
14,slippery,
14,slit,
14,sloppy,
14,slug,
14,sluggish,
14,slum,
14,slut,
14,sly,slyly
14,smirk,
14,smoky,
14,smother,smothering
14,smug,smugly
14,snag,
14,snail,
14,snapshot,
14,snarl,snarling
14,sneaker,sneakers
14,sneer,
14,sniper,
14,snore,
14,snort,
14,snowy,
14,snug,snugly
14,socialization,
14,socialize,socialized
14,societal,
14,sociological,
14,sociologist,
14,socket,
14,sod,
14,softball,
14,solicit,
14,solitude,
14,solvent,
14,(Somali),
14,somber,sombre
14,sophistication,
14,soprano,
14,soundtrack,
14,southeastern,
14,southwestern,
14,souvenir,
14,sow,"sowing, sown"
14,soybean,
14,spacecraft,
14,spacious,
14,spade,
14,spaghetti,
14,sparse,sparsely
14,speculative,
14,speedy,speedily
14,spicy,
14,spinach,
14,spinal,
14,splinter,splintered
14,splitting,
14,spokesperson,
14,sponge,
14,sponsorship,
14,sporadic,sporadically
14,sprig,
14,spruce,
14,squadron,
14,squeak,
14,squeal,
14,squirm,
14,squirrel,
14,staggering*,
14,stakeholder,
14,stale,
14,starch,starched
14,starvation,
14,stash,
14,state-of-the-art,
14,statesman,
14,statewide,
14,stationary,
14,statistic,
14,stature,
14,stellar,
14,stepfather,
14,sterile,
14,stern,sternly
14,steward,
14,sticker,
14,stiffen,
14,stifle,stifling
14,stigma,
14,stimulation,
14,stint,
14,stipulate,
14,stocking*,
14,stockpile,
14,stomp,
14,stoop,
14,storytelling,
14,stout,
14,strait,
14,strangle,strangled
14,strategist,
14,streamline,streamlined
14,striker,
14,stringent,
14,strut,
14,stud,
14,stuffing*,
14,stylist,
14,stylistic,"stylistically, stylistics"
14,sub,
14,subcommittee,
14,subconscious,subconsciously
14,subdivision,
14,subdue,subdued
14,subgroup,
14,sublime,
14,submarine,
14,submerge,submerged
14,subpoena,
14,subscribe,
14,subscriber,
14,subscription,
14,subside,
14,subsistence,
14,substitution,
14,subtitle,
14,succumb,
14,sucker,
14,sufferer,
14,suffice,
14,suffocate,suffocating
14,suggestive,
14,suicidal,
14,sulfur,sulphur
14,sunglasses,
14,sunrise,
14,sunscreen,
14,superficial,superficially
14,superiority,
14,supernatural,
14,superpower,
14,superstar,
14,suppression,
14,surpass,
14,surrogate,
14,susceptible,
14,swan,
14,swat,
14,sweaty,
14,swelling*,
14,swimmer,
14,swipe,
14,swivel,
14,swoop,
14,syllable,
14,symbolism,
14,symbolize,
14,symmetry,
14,symposium,symposia
14,synagogue,
14,syndicate,syndicated
14,synthesis,
14,synthesize,
14,syringe,
14,systematical,systematically
14,systemic,
14,ta,
14,taboo,
14,tactical,tactically
14,taint,tainted
14,taking*,
14,tally,
14,tame,
14,tamper,
14,tangible,
14,tanker,
14,tar,
14,tariff,
14,tart,
14,tasting*,
14,tasty,
14,tatter,"tattered, tatters"
14,taunt,
14,taut,
14,tavern,
14,tedious,
14,telegraph,
14,televise,televised
14,teller,
14,temperament,
14,template,
14,tempo,
14,tenet,
14,tenor,
14,termination,
14,terminology,
14,terrestrial,
14,(Texan),
14,textual,
14,(Thai),
14,thaw,
14,theatrical,theatrically
14,thematic,thematically
14,theologian,
14,theorize,theorizing
14,thermometer,
14,thicken,
14,thickness,
14,thirst,
14,thirsty,
14,three-dimensional,
14,three-quarter,three-quarters
14,thriller,
14,throb,throbbing
14,throttle,
14,thud,
14,thug,
14,thump,
14,thwart,
14,thy,thine
14,thyme,
14,tickle,
14,tidal,
14,tier,tiered
14,timely,timeliness
14,timetable,
14,tingle,
14,tinker,
14,tint,tinted
14,titan,
14,tolerant,
14,topping*,
14,topple,
14,torment,tormented
14,torque,
14,torso,
14,tortilla,
14,tote,
14,township,
14,toxin,
14,traction,
14,trademark,
14,tradeoff,
14,trainee,
14,traitor,
14,trajectory,
14,tramp,
14,transcend,
14,transcribe,
14,transient,
14,transitional,
14,transnational,
14,transparency,
14,traverse,
14,treacherous,
14,treadmill,
14,treasurer,
14,trek,
14,trendy,
14,tribune,
14,triumphant,triumphantly
14,trivial,
14,troll,
14,trolley,
14,trooper,
14,trot,
14,troublesome,
14,truce,
14,trumpet,
14,tsunami,
14,tuberculosis,
14,turbine,
14,turbulent,
14,(Turk),
14,turnaround,
14,turning*,
14,turnout,
14,tweak,
14,twig,
14,twilight,
14,twinkle,
14,twitch,
14,twitter,
14,two-way,
14,typewriter,
14,tyranny,
14,ubiquitous,
14,uh-oh,
14,uh-uh,
14,(Ukrainian),
14,ulcer,
14,ultraviolet,
14,umpire,
14,unavailable,
14,unavoidable,unavoidably
14,unbearable,unbearably
14,unborn,
14,unchanged,
14,unconditional,unconditionally
14,unconstitutional,
14,unconventional,
14,undeniable,undeniably
14,undercut,
14,underline,
14,undertaking*,
14,underway,
14,underwrite,"underwriting, underwritten"
14,undesirable,
14,unequal,
14,uneven,unevenly
14,unfinished,
14,unhealthy,
14,unification,
14,unilateral,unilaterally
14,uninsured,
14,unionist,Unionist
14,unison,
14,unjust,unjustly
14,unlawful,unlawfully
14,unleash,
14,unload,
14,unmarried,
14,unmistakable,unmistakably
14,unnatural,unnaturally
14,unnoticed,
14,unofficial,unofficially
14,unpack,
14,unpaid,
14,unpopular,
14,unpublished,
14,unravel,unraveled
14,unrealistic,
14,unreasonable,unreasonably
14,unrelated,
14,unreliable,
14,unresolved,
14,unrest,
14,unsafe,
14,unseen,
14,unsettle,unsettling
14,unsure,
14,unthinkable,
14,unto,
14,untouched,
14,unused,
14,upbeat,
14,upbringing,
14,upheaval,
14,uphill,
14,uplift,uplifting
14,uprising,
14,upscale,
14,upstream,
14,uranium,
14,urine,
14,usable,usability
14,utilization,
14,utterance,
14,vacancy,
14,vaccination,
14,vain,vainly
14,validate,validated
14,validation,
14,valuation,
14,vanguard,
14,vanity,
14,vantage,
14,vapor,vapour
14,variant,
14,vat,
14,vector,
14,veer,
14,vengeance,
14,ventilation,
14,verb,
14,versatile,
14,vial,
14,vibe,
14,vibrate,
14,vibration,
14,vice-president,
14,vicinity,
14,vie,
14,vigor,vigour
14,viking,Viking
14,villain,
14,vinyl,
14,violet,
14,viral,
14,visionary,
14,visitation,
14,visualize,
14,vitality,
14,vocation,
14,vocational,
14,vodka,
14,volcanic,
14,volleyball,
14,voltage,
14,vomit,
14,voucher,
14,vowel,
14,wad,
14,wade,
14,waive,
14,waiver,
14,wallpaper,
14,waltz,
14,wane,waning
14,warden,
14,warhead,
14,warmup,
14,warp,warped
14,warranty,
14,wartime,
14,wasp,
14,watchdog,
14,watcher,
14,watercolor,
14,waterfall,
14,waterfront,
14,waterproof,
14,watershed,
14,waterway,
14,wavelength,
14,waver,
14,wee,
14,weekday,
14,weld,"welded, welding"
14,whack,whacked
14,whereabouts,
14,whichever,
14,whim,
14,wholesale,
14,whoop,whooping
14,whore,
14,wield,
14,wig,
14,wiggle,
14,wilt,
14,wince,
14,windshield,
14,windy,
14,wither,"withered, withering"
14,withstand,withstood
14,witty,
14,woe,"woeful, woefully"
14,womb,
14,woo,
14,woodland,
14,wording,
14,working*,
14,workload,
14,workstation,
14,world-class,
14,worldview,
14,worsen,worsening
14,would-be,
14,wrath,
14,wreath,
14,wreckage,
14,wretched,
14,wring,wrung
14,wrongdoing,
14,wry,wryly
14,yarn,
14,yawn,yawning
14,yearly,
14,yearn,
14,year-round,
14,yeast,
14,yoga,
14,yolk,
14,(Yugoslav),
14,zest,
14,zipper,
14,zombie,
15,zoom,
15,aback,
15,abate,
15,abduction,
15,aberration,
15,abet,
15,abort,aborted
15,abs,
15,absentee,
15,abstain,
15,abstinence,
15,absurdity,
15,abuser,
15,abyss,
15,academia,
15,accelerator,
15,accentuate,
15,accession,
15,accompaniment,
15,accomplice,
15,accredit,"accredited, accrediting"
15,accrue,
15,acculturation,
15,accuser,
15,acidic,
15,acne,
15,acorn,
15,acreage,
15,acronym,
15,activation,
15,acupuncture,
15,adaptable,adaptability
15,adapter,adaptor
15,additive,
15,adequacy,
15,adherent,
15,adhesive,
15,adjourn,
15,adjunct,
15,admonish,
15,adobe,
15,adoptive,
15,adrift,
15,adultery,
15,advantageous,
15,adventurer,
15,adversity,
15,advisable,
15,aerodynamic,aerodynamics
15,aerosol,
15,afar,
15,affirmation,
15,affix,
15,affliction,
15,affront,
15,afghan,Afghan
15,afloat,
15,aforementioned,
15,aft,
15,afterlife,
15,after-school,
15,afterthought,
15,age-old,
15,aggressor,
15,agitation,
15,agrarian,
15,agreeable,
15,ahold,
15,airfield,
15,airing,
15,airliner,
15,airlock,
15,airman,
15,airtight,
15,airwaves,
15,airy,
15,(Alaskan),
15,alcove,
15,algebra,
15,(Algerian),
15,alias,
15,alight,
15,(all-American),
15,allegory,
15,alleyway,
15,alligator,
15,allot,allotted
15,allotment,
15,all-out,
15,alloy,
15,allusion,
15,almanac,
15,almighty,
15,aloft,
15,aloof,
15,ambience,ambiance
15,ambient,
15,ambivalence,
15,ambivalent,
15,amble,
15,amenable,
15,amiable,amiably
15,(Amish),
15,amiss,
15,ammonia,
15,amnesia,
15,amp,
15,amphibian,
15,amphitheater,amphitheatre
15,amplifier,
15,amplitude,
15,amputation,
15,anal,
15,analog,
15,analogue,
15,analytic,
15,anarchist,
15,anarchy,
15,anatomical,anatomically
15,ancestry,
15,anchorage,
15,(Andean),
15,android,
15,anecdotal,
15,anemia,anaemia
15,anesthesia,anaesthesia
15,anesthetic,anaesthetic
15,anew,
15,(Anglo),
15,(Anglo-Saxon),
15,angst,
15,animosity,
15,annuity,
15,annulment,
15,anoint,anointed
15,(ANOVA),
15,antagonism,
15,antarctic,Antarctic
15,antecedent,
15,antelope,
15,anterior,
15,anthology,
15,anti,
15,antiabortion,
15,antic,antics
15,antidepressant,
15,antidote,
15,antigen,
15,antisemitic,anti-Semitic
15,antisemitism,anti-Semitism
15,antisocial,
15,antler,
15,anyplace,
15,(Apache),
15,apathy,
15,aperture,
15,apex,
15,apiece,
15,apocalypse,
15,apocalyptic,
15,apologetic,apologetically
15,apostle,
15,(Appalachian),
15,apparition,
15,appease,
15,appellate,
15,appointee,
15,appraise,
15,appreciable,appreciably
15,appreciative,appreciatively
15,apprehend,
15,apprehensive,
15,apprenticeship,
15,approximation,
15,aptitude,
15,aquifer,
15,(Arabian),
15,arbitrator,
15,arcade,
15,arcane,
15,archaic,
15,archdiocese,
15,archer,
15,archival,
15,ardent,ardently
15,arduous,
15,(Argentine),
15,arid,
15,aristocracy,
15,aristocrat,
15,aristocratic,
15,arithmetic,
15,ark,
15,(Armenian),
15,armpit,
15,aromatic,
15,arraignment,
15,arsenic,
15,arson,
15,artichoke,
15,articulation,
15,artistry,
15,ashtray,
15,aspen,
15,assailant,
15,assay,
15,assemblage,
15,assent,
15,assessor,
15,assort,assorted
15,assured*,
15,astonishment,
15,astute,
15,asymmetry,
15,atheist,
15,(ATM),
15,at-risk,
15,attendee,
15,attrition,
15,attune,
15,atypical,
15,audiotape,
15,auspice,
15,austere,
15,austerity,
15,autobiographical,
15,automation,
15,auxiliary,
15,avail,
15,avant-garde,
15,avatar,
15,avenge,avenging
15,aversion,
15,awakening*,
15,awash,
15,axle,
15,ayatollah,
15,(Aztec),
15,babble,
15,backcountry,
15,backlog,
15,backseat,
15,backside,
15,back-to-back,
15,bagel,
15,baggy,
15,bailiff,
15,balk,
15,balm,
15,balsamic,
15,(Baltic),
15,bandit,
15,bandwagon,
15,bandwidth,
15,banter,
15,baptism,
15,baptize,baptized
15,barbarian,
15,bard,
15,barley,
15,baroque,
15,barrister,
15,barter,
15,basal,
15,bask,
15,basque,Basque
15,bastion,
15,bathrobe,
15,baton,
15,battleground,
15,battleship,
15,bayou,
15,beacon,
15,beak,
15,bearer,
15,beau,
15,beaver,
15,bedrock,
15,beech,
15,befriend,
15,beggar,
15,behemoth,
15,beige,
15,belated,belatedly
15,beleaguer,beleaguered
15,belie,
15,believable,
15,belle,
15,belligerent,
15,beltway,
15,bemuse,bemused
15,benefactor,
15,benevolent,
15,bent*,
15,bereave,"bereaved, bereft"
15,beret,
15,beset,
15,besiege,besieged
15,bibliography,
15,bicep,biceps
15,bicker,bickering
15,bigot,bigoted
15,bigotry,
15,big-time,
15,biker,
15,bile,
15,billow,
15,bin,
15,binder,
15,binge,
15,biochemical,
15,biographer,
15,biographical,
15,biomass,
15,biomedical,
15,biotech,
15,bipolar,
15,birch,
15,birdie,
15,birthplace,
15,bisexual,
15,bison,
15,bistro,
15,bittersweet,
15,blackboard,
15,blacksmith,
15,blanch,
15,blare,
15,bleacher,bleachers
15,blight,blighted
15,blindfold,
15,blitz,
15,blob,
15,blocker,
15,blogger,
15,bloke,
15,bloodshed,
15,bloodstream,
15,blot,
15,blowout,
15,blue-collar,
15,bluegrass,
15,blunder,
15,blurry,
15,boar,
15,boardroom,
15,boardwalk,
15,boater,
15,bogey,
15,bohemian,Bohemian
15,bolshevik,Bolshevik
15,bombard,
15,bombardment,
15,bombshell,
15,bonanza,
15,bonfire,
15,bonnet,
15,bookcase,
15,bookseller,
15,bookshelf,
15,bookshop,
15,boon,
15,booty,
15,borderline,
15,bosom,
15,botch,botched
15,boulevard,
15,bourbon,
15,bourgeoisie,
15,bowler,
15,boyhood,
15,brainstorm,brainstorming
15,brainwash,
15,bran,
15,brandish,
15,brash,
15,bravado,
15,bravery,
15,bravo,
15,brawl,
15,brazen,brazenly
15,breaker,
15,breeder,
15,bribery,
15,bridal,
15,bridesmaid,
15,brig,
15,(Briton),
15,broadband,
15,broil,
15,brooch,
15,brook,
15,brothel,
15,brunch,
15,brunette,
15,brunt,
15,brute,brutish
15,bubbly,
15,(Buddhism),
15,budge,
15,budgetary,
15,bugger,
15,buggy,
15,(Bulgarian),
15,bulldog,
15,bulldozer,
15,bulletproof,
15,bullpen,
15,bumpy,
15,buoy,
15,buoyant,
15,burly,
15,burnout,
15,burr,
15,buster,
15,butler,
15,buttermilk,
15,buttock,buttocks
15,buttress,
15,bygone,
15,bystander,
