word,lemma,frequency
view,view,30874
chair,chair,30826
hurts,hurt,30804
strike,strike,30801
roger,roger,30768
fill,fill,30683
condition,condition,30624
mountain,mountain,30565
dr,dr,30549
nowhere,nowhere,30470
sheriff,sheriff,30458
kim,kim,30447
turning,turn,30420
brown,brown,30395
recognize,recognize,30366
heads,head,30350
audience,audience,30335
'all,'all,30283
jealous,jealous,30274
pretend,pretend,30225
society,society,30208
finding,find,30196
shirt,shirt,30183
comfortable,comfortable,30156
meaning,meaning,30144
guest,guest,30128
pieces,piece,30122
dry,dry,30102
letting,let,30057
began,begin,30049
aye,aye,30029
jeff,jeff,29984
female,female,29953
release,release,29892
ho,ho,29883
cards,card,29871
pray,pray,29862
unfortunately,unfortunately,29849
balls,ball,29799
destroyed,destroy,29789
ended,end,29775
universe,universe,29765
prepare,prepare,29762
opinion,opinion,29749
movies,movie,29742
soldier,soldier,29719
wash,wash,29707
program,program,29668
heat,heat,29645
usual,usual,29636
ticket,ticket,29625
stolen,steal,29618
prefer,prefer,29606
aware,aware,29598
surely,surely,29565
male,male,29548
base,base,29547
matters,matter,29539
lift,lift,29528
lab,lab,29504
command,command,29479
proof,proof,29430
cream,cream,29378
selling,sell,29357
believed,believe,29337
create,create,29323
afford,afford,29290
sunday,sunday,29282
total,total,29264
dumb,dumb,29229
threw,throw,29223
france,france,29172
birth,birth,29167
created,create,29134
realized,realize,29081
british,british,29069
noise,noise,29049
nuts,nut,29037
students,student,29034
birds,bird,29028
social,social,28990
brilliant,brilliant,28972
bodies,body,28945
tie,tie,28920
opened,open,28868
ours,our,28853
bucks,buck,28842
kevin,kevin,28773
mister,mister,28739
ugly,ugly,28713
ryan,ryan,28655
focus,focus,28619
dan,dan,28601
opens,open,28532
exist,exist,28526
followed,follow,28510
england,england,28505
draw,draw,28503
purpose,purpose,28471
letters,letter,28465
daniel,daniel,28404
opening,opening,28386
bullet,bullet,28377
anna,anna,28373
lately,lately,28340
stayed,stay,28309
falling,fall,28291
season,season,28290
ends,end,28242
suggest,suggest,28213
joy,joy,28200
distance,distance,28199
responsibility,responsibility,28183
whenever,whenever,28151
issue,issue,28140
thousands,thousand,27986
process,process,27930
sword,sword,27928
shower,shower,27901
weak,weak,27884
fucked,fuck,27883
lonely,lonely,27863
happiness,happiness,27844
eric,eric,27842
tiny,tiny,27829
desk,desk,27820
pool,pool,27818
property,property,27815
forced,force,27813
settle,settle,27798
indistinct,indistinct,27777
weight,weight,27761
received,receive,27728
gang,gang,27722
bite,bite,27719
friday,friday,27696
disappeared,disappear,27695
interview,interview,27692
expecting,expect,27676
kinda,kinda,27662
surgery,surgery,27630
horses,horse,27542
mayor,mayor,27530
babe,babe,27518
ancient,ancient,27510
handsome,handsome,27462
thomas,thomas,27442
saturday,saturday,27434
staff,staff,27397
lines,line,27383
unit,unit,27376
fan,fan,27372
gentleman,gentleman,27345
introduce,introduce,27302
fate,fate,27299
split,split,27273
recently,recently,27204
expected,expect,27140
add,add,27132
ordered,order,27127
slowly,slowly,27121
alarm,alarm,27116
member,member,27112
slept,sleep,27077
signed,sign,27074
enter,enter,27074
spanish,spanish,27061
garden,garden,27044
brings,bring,27005
brave,brave,26990
pig,pig,26989
model,model,26977
finger,finger,26967
medicine,medicine,26958
access,access,26937
failed,fail,26879
flat,flat,26848
easily,easily,26840
discovered,discover,26836
based,base,26829
screw,screw,26824
insane,insane,26788
cares,care,26777
weather,weather,26740
fingers,finger,26736
san,san,26690
scott,scott,26686
path,path,26681
soft,soft,26642
harm,harm,26574
style,style,26569
community,community,26540
sees,see,26505
basically,basically,26461
al,al,26447
signal,signal,26438
nope,nope,26427
spare,spare,26393
speech,speech,26393
covered,cover,26386
shake,shake,26384
loose,loose,26356
snow,snow,26308
russian,russian,26288
lake,lake,26265
bright,bright,26241
roof,roof,26204
ohh,ohh,26185
sending,send,26184
paint,paint,26174
remind,remind,26171
pal,pal,26163
naked,naked,26122
post,post,26113
sugar,sugar,26110
heading,head,26098
streets,street,26067
damage,damage,26061
silence,silence,26053
doors,door,26020
pete,pete,26016
ed,ed,26011
success,success,25989
wet,wet,25987
nah,nah,25962
amount,amount,25945
members,member,25937
kate,kate,25931
manage,manage,25874
safety,safety,25861
returned,return,25860
harder,hard,25812
fbi,fbi,25798
block,block,25785
showing,show,25785
fancy,fancy,25771
chef,chef,25754
contract,contract,25746
dig,dig,25698
chest,chest,25688
good-bye,good-bye,25685
drinks,drink,25643
dave,dave,25633
buried,bury,25623
brian,brian,25604
trade,trade,25560
journey,journey,25518
stomach,stomach,25500
changes,change,25456
details,detail,25451
thoughts,thought,25436
divorce,divorce,25433
funeral,funeral,25423
maria,maria,25422
football,football,25398
reality,reality,25398
theory,theory,25360
gosh,gosh,25335
ruined,ruin,25312
gate,gate,25308
william,william,25303
spread,spread,25291
outta,outta,25290
japanese,japanese,25288
sudden,sudden,25262
coat,coat,25261
sooner,soon,25236
cheese,cheese,25222
larry,larry,25197
spring,spring,25184
page,page,25183
ears,ear,25168
simon,simon,25165
castle,castle,25150
hidden,hidden,25143
storm,storm,25143
cos,cos,25116
personally,personally,25058
artist,artist,25056
hill,hill,25054
exciting,exciting,25052
permission,permission,24999
jerry,jerry,24979
expensive,expensive,24978
tickets,ticket,24973
forest,forest,24943
barely,barely,24909
eggs,egg,24897
goin,goin,24873
regret,regret,24846
lesson,lesson,24843
lover,lover,24842
bread,bread,24828
andy,andy,24822
subject,subject,24820
legal,legal,24785
growing,grow,24779
ill,ill,24763
jason,jason,24753
mood,mood,24739
owner,owner,24722
caused,cause,24686
beeping,beep,24670
points,point,24659
dating,dating,24645
loss,loss,24625
secretary,secretary,24623
revenge,revenge,24565
santa,santa,24532
likely,likely,24527
rent,rent,24451
connection,connection,24450
assistant,assistant,24449
reasons,reason,24431
yelling,yell,24425
painting,painting,24401
trees,tree,24400
doctors,doctor,24380
rush,rush,24375
foreign,foreign,24370
rough,rough,24370
murderer,murderer,24363
century,century,24363
nights,night,24324
pair,pair,24293
runs,run,24284
pocket,pocket,24261
farm,farm,24254
matt,matt,24245
bike,bike,24233
obvious,obvious,24230
ate,eat,24218
grew,grow,24208
professional,professional,24205
tim,tim,24197
goodness,goodness,24190
parts,part,24186
alan,alan,24104
university,university,24079
square,square,24077
grandfather,grandfather,24064
europe,europe,24042
genius,genius,24032
cases,case,24023
ruin,ruin,24008
winter,winter,24005
tongue,tongue,24001
memories,memory,24000
da,da,23954
buying,buy,23941
cancer,cancer,23935
clock,clock,23907
ocean,ocean,23905
dna,dna,23889
liar,liar,23882
tour,tour,23875
thief,thief,23870
bleep,bleep,23861
lisa,lisa,23839
rights,right,23824
including,include,23813
competition,competition,23805
smith,smith,23799
planned,plan,23797
emily,emily,23792
boring,boring,23737
victims,victim,23737
mentioned,mention,23716
bones,bone,23635
plant,plant,23599
bless,bless,23587
warning,warning,23583
knocking,knock,23577
re,re,23559
crash,crash,23547
bedroom,bedroom,23542
lower,low,23529
silver,silver,23523
groaning,groan,23492
madame,madame,23490
defense,defense,23479
results,result,23478
toilet,toilet,23467
event,event,23463
complicated,complicated,23462
shape,shape,23460
priest,priest,23453
royal,royal,23448
cheap,cheap,23430
romantic,romantic,23427
downstairs,downstairs,23403
invite,invite,23394
fortune,fortune,23379
tears,tear,23377
avoid,avoid,23374
reached,reach,23358
higher,high,23354
familiar,familiar,23348
telephone,telephone,23343
burning,burning,23326
filled,fill,23319
kelly,kelly,23313
alice,alice,23311
airport,airport,23293
jobs,job,23268
grown,grow,23266
walter,walter,23260
rachel,rachel,23258
giant,giant,23227
insurance,insurance,23218
woods,wood,23211
scare,scare,23192
pleased,pleased,23158
period,period,23158
political,political,23126
player,player,23087
stops,stop,23086
secrets,secret,23070
laura,laura,23050
repeat,repeat,23036
photos,photo,23035
finds,find,23019
statement,statement,22990
suck,suck,22982
younger,young,22961
china,china,22926
humans,human,22912
delicious,delicious,22901
particular,particular,22890
proper,proper,22889
rome,rome,22884
belongs,belong,22870
attacked,attack,22868
bath,bath,22866
hired,hire,22838
site,site,22834
knowledge,knowledge,22822
led,lead,22806
guests,guest,22805
celebrate,celebrate,22764
map,map,22726
horn,horn,22716
eventually,eventually,22679
pity,pity,22667
powers,power,22649
ashamed,ashamed,22623
assume,assume,22616
glasses,glasses,22604
rise,rise,22596
fixed,fix,22575
request,request,22533
officers,officer,22496
pounds,pound,22483
data,datum,22478
carefully,carefully,22477
per,per,22472
depends,depend,22413
jury,jury,22389
waited,wait,22384
positive,positive,22369
attorney,attorney,22345
direction,direction,22341
families,family,22338
'clock,'clock,22311
doin,doin,22289
forces,force,22284
location,location,22282
walls,wall,22247
useless,useless,22228
grant,grant,22210
saving,save,22196
speaks,speak,22181
fought,fight,22170
meal,meal,22145
deliver,deliver,22124
answers,answer,22116
changing,change,22102
temple,temple,22036
scary,scary,22035
millions,million,22009
offered,offer,21983
regular,regular,21961
carrying,carry,21905
official,official,21871
jacket,jacket,21863
switch,switch,21862
grave,grave,21831
chase,chase,21830
role,role,21813
odd,odd,21790
faces,face,21771
becomes,become,21768
closes,close,21761
badly,badly,21750
tall,tall,21737
confused,confused,21737
affair,affair,21719
television,television,21718
shock,shock,21717
raised,raise,21712
panting,pant,21711
pizza,pizza,21677
image,image,21669
clears,clear,21657
golden,golden,21644
patients,patient,21543
watched,watch,21542
committed,commit,21517
sexual,sexual,21499
suffer,suffer,21496
arthur,arthur,21491
wherever,wherever,21483
plate,plate,21466
appear,appear,21449
chocolate,chocolate,21440
clever,clever,21429
hm,hm,21429
mercy,mercy,21410
shots,shot,21399
lucy,lucy,21366
dealing,deal,21356
trap,trap,21352
charges,charge,21347
phil,phil,21338
bang,bang,21327
poison,poison,21323
butt,butt,21314
drove,drive,21309
yourselves,yourselves,21282
headed,headed,21258
babies,baby,21235
yellow,yellow,21226
soup,soup,21202
mystery,mystery,21181
picking,pick,21173
sat,sit,21163
wound,wound,21144
traffic,traffic,21084
courage,courage,21070
hunt,hunt,21068
indian,indian,21049
rat,rat,21042
terms,term,21034
italian,italian,21021
emma,emma,21005
checking,check,20978
disease,disease,20973
managed,manage,20964
winner,winner,20958
council,council,20941
appointment,appointment,20930
monday,monday,20923
crack,crack,20916
threat,threat,20913
jenny,jenny,20899
physical,physical,20898
nation,nation,20894
source,source,20892
chose,choose,20888
healthy,healthy,20853
carl,carl,20851
victory,victory,20846
rick,rick,20835
stood,stand,20827
kicked,kick,20800
annie,annie,20794
disgusting,disgusting,20786
palace,palace,20785
below,below,20771
shopping,shopping,20754
neighborhood,neighborhood,20746
march,march,20744
lips,lip,20725
midnight,midnight,20723
piss,piss,20720
advantage,advantage,20711
pure,pure,20685
india,india,20682
aside,aside,20677
jerk,jerk,20633
mail,mail,20627
dawn,dawn,20598
effect,effect,20595
spell,spell,20592
freak,freak,20578
wood,wood,20570
screwed,screw,20566
enemies,enemy,20563
gary,gary,20553
awake,awake,20552
chuckling,chuckle,20547
vacation,vacation,20544
violence,violence,20527
leo,leo,20521
grandmother,grandmother,20515
modern,modern,20496
luke,luke,20488
firm,firm,20482
prime,prime,20480
heh,heh,20476
touched,touch,20462
talent,talent,20450
whore,whore,20444
piano,piano,20426
license,license,20413
cooking,cooking,20410
honour,honour,20377
concern,concern,20376
moves,move,20349
available,available,20347
factory,factory,20341
gods,god,20335
value,value,20324
central,central,20322
union,union,20316
mirror,mirror,20313
studio,studio,20312
media,media,20306
taxi,taxi,20268
dies,die,20261
iron,iron,20252
hearts,heart,20232
desire,desire,20229
rob,rob,20228
claire,claire,20226
fred,fred,20224
songs,song,20215
washington,washington,20212
monkey,monkey,20211
pride,pride,20205
pills,pill,20181
miracle,miracle,20179
swim,swim,20171
burned,burn,20170
smells,smell,20103
joking,joke,20073
christian,christian,20041
bleeding,bleeding,20017
hook,hook,20015
beating,beat,20006
protection,protection,19995
treatment,treatment,19950
ear,ear,19950
carter,carter,19940
metal,metal,19938
disappear,disappear,19933
grateful,grateful,19921
extremely,extremely,19901
treasure,treasure,19899
rescue,rescue,19892
capable,capable,19848
passing,passing,19834
chatter,chatter,19834
result,result,19823
suffering,suffer,19819
sisters,sister,19817
laid,lay,19791
governor,governor,19790
guards,guard,19757
louis,louis,19754
text,text,19730
literally,literally,19728
remove,remove,19723
becoming,become,19723
performance,performance,19713
stronger,strong,19713
rate,rate,19700
deeply,deeply,19685
scream,scream,19681
desert,desert,19666
vehicle,vehicle,19664
illegal,illegal,19658
pulling,pull,19630
throwing,throw,19613
josh,josh,19609
unbelievable,unbelievable,19591
ted,ted,19583
zero,zero,19582
dean,dean,19581
curious,curious,19576
sean,sean,19572
candy,candy,19571
bone,bone,19546
tied,tie,19530
edge,edge,19515
load,load,19510
susan,susan,19462
ahh,ahh,19459
mountains,mountain,19451
boom,boom,19432
former,former,19422
holiday,holiday,19399
riding,riding,19398
scoffs,scoff,19383
hundreds,hundred,19379
motherfucker,motherfucker,19379
sue,sue,19375
bags,bag,19374
stealing,steal,19327
appears,appear,19313
arrive,arrive,19306
remains,remain,19299
decent,decent,19294
issues,issue,19278
tip,tip,19263
fail,fail,19258
bride,bride,19249
pissed,piss,19247
penny,penny,19236
claim,claim,19233
friendship,friendship,19225
desperate,desperate,19211
flower,flower,19199
dramatic,dramatic,19189
refuse,refuse,19168
solve,solve,19166
theme,theme,19163
loving,loving,19152
properly,properly,19152
dragon,dragon,19123
mostly,mostly,19116
chuck,chuck,19107
directly,directly,19104
surface,surface,19100
false,false,19075
cast,cast,19073
junior,junior,19055
hunting,hunting,19043
silent,silent,19042
thou,thou,19007
egg,egg,19000
germany,germany,18972
punch,punch,18951
africa,africa,18950
woke,wake,18947
intelligence,intelligence,18945
borrow,borrow,18900
winning,win,18898
falls,fall,18897
popular,popular,18896
escaped,escape,18891
witch,witch,18890
convinced,convince,18875
warn,warn,18847
announcer,announcer,18839
champagne,champagne,18824
dust,dust,18820
kyle,kyle,18807
someday,someday,18800
fallen,fall,18795
stranger,stranger,18791
presence,presence,18788
tear,tear,18766
st.,st.,18766
internet,internet,18765
monsieur,monsieur,18763
therefore,therefore,18733
technology,technology,18679
tires,tire,18678
toast,toast,18638
wise,wise,18634
clark,clark,18625
americans,american,18614
notes,note,18614
smoking,smoking,18610
hank,hank,18609
ls,ls,18609
april,april,18608
wolf,wolf,18566
precious,precious,18562
rooms,room,18562
coast,coast,18547
treated,treat,18542
material,material,18538
released,release,18533
uniform,uniform,18533
hated,hate,18529
considered,consider,18518
rice,rice,18503
exchange,exchange,18494
steps,step,18492
blake,blake,18491
convince,convince,18445
beast,beast,18414
cow,cow,18392
files,file,18385
signs,sign,18381
drag,drag,18380
